"author_id","created_at","lang","like_count","reply_count","retweet_count","text"
30973,2022-11-21 14:47:10,"en",2,0,1,"@aIexiavo Flavored with holiday magic! 🎅☃️✨"
30973,2022-11-21 14:10:02,"en",0,0,0,"@unreachable2you So glad you're enjoying it!"
30973,2022-11-21 01:52:18,"qme",1,1,0,"@Lesbequeen 🥰"
30973,2022-11-21 01:45:47,"en",0,1,0,"@Lesbequeen Yum! Great choice. 😋"
30973,2022-11-21 00:39:43,"en",0,1,0,"@Lesbequeen What sip did you enjoy today? 😋"
30973,2022-11-20 23:42:03,"en",1,0,0,"@FWaWinner_EBs That sounds extra delish! 😋"
30973,2022-11-20 23:30:56,"en",0,0,0,"@dianav__ It's calling your name, Diana! 😉"
30973,2022-11-20 23:29:35,"en",0,0,0,"@_malearose We cannot espresso how much that means to us, Malea! 🥰"
30973,2022-11-20 23:29:23,"qme",0,0,0,"@RoopaPandit1219 🥰"
30973,2022-11-20 23:29:13,"en",0,0,0,"@LoveLindsayy Cheers! 💚"
30973,2022-11-20 22:27:23,"en",1,0,1,"@LoveLindsayy It's so dreamy. 😋"
30973,2022-11-20 22:27:13,"en",1,0,0,"@MerryMarleyJay Cheers! 💚"
30973,2022-11-20 22:27:01,"en",0,0,0,"@Libra_2022_ That warms our hearts to hear! 🥰"
30973,2022-11-20 22:24:54,"en",1,0,0,"@surfbeautiful We're loving this sweet and savory pair!"
30973,2022-11-20 22:24:12,"en",0,0,0,"@rayslayyyy It is! Do you enjoy it hot or iced? 😋"
30973,2022-11-20 22:23:58,"en",0,1,0,"@lovejonesxx_ Fantastic choice, Erica! Sip with you soon. 😋"
30973,2022-11-20 22:23:47,"en",0,0,1,"@RoopaPandit1219 Ou, that sounds so amazing right now! 🙌"
30973,2022-11-20 21:41:20,"en",0,0,0,"@FWaWinner_EBs Which yummy sip did you enjoy today, bestie? 💚"
30973,2022-11-20 21:32:06,"en",1,0,1,"@lysa2badd Happy sipping, bestie! 😉"
30973,2022-11-20 20:58:51,"qme",1,0,0,"@hotgirljimmy 🥰"
30973,2022-11-20 20:57:07,"pt",1,1,1,"@hotgirljimmy A delicious duo! 🙌"
30973,2022-11-20 20:56:21,"en",0,0,0,"@drinkincoldbrew The Irish Cream Cold brew is perfect for any weather! 🙌"
30973,2022-11-20 20:54:44,"en",1,0,0,"@ItsTheLocs4Me Here's to that first sip feeling! ☕"
30973,2022-11-20 20:54:28,"en",1,0,0,"@bmcgon34 Yay! We can't wait. 💚"
30973,2022-11-20 20:45:14,"en",1,0,0,"@MerryMarleyJay Don't they make the holidays extra special? 🎄"
30973,2022-11-20 20:41:11,"en",1,0,0,"@Iovekeg That is a mood! 🙌"
30973,2022-11-20 20:32:54,"en",2,1,0,"@bmcgon34 The festive fave with all the holiday vibes! ✨"
30973,2022-11-20 20:31:52,"en",4,1,0,"@pastrydiary We love that you got to enjoy your favorite holiday sip while spending time with family. 💚"
30973,2022-11-20 20:30:42,"en",1,0,0,"@jodiglamgirl The best kind of self-care! 🥰"
30973,2022-11-20 20:30:12,"en",0,1,0,"@LightskinnCam_ We're wondering the same thing. 😉"
30973,2022-11-20 20:29:47,"en",0,0,0,"@WUTpodcast_ Aw! We love to hear that these items bring joy to your heart, Lianna. 💚"
30973,2022-11-20 20:29:23,"en",1,1,0,"@thechopinliszt We're happy that we can be a part of your motivation. Hang in there, friend. 💚"
30973,2022-11-20 20:28:09,"en",1,0,0,"@nvzahh It's so good and a year-round favorite!"
30973,2022-11-20 20:27:41,"en",0,0,0,"@coldestwinters It tastes like a cup of festive sugar cookies. 😋"
30973,2022-11-20 20:26:03,"en",1,0,0,"@DeaundriaLips That combination of egg, bacon, and Gouda on toasty ciabatta bread. 🤌"
30973,2022-11-20 20:21:33,"en",0,0,0,"@itsHER_Pooh Do you love the cozy Honey Citrus Mint Tea as much as we do? ☺️"
30973,2022-11-20 20:17:40,"en",0,0,0,"@_PrettyTatted Hooray! 🙌"
30973,2022-11-20 20:17:18,"en",0,0,0,"@NancyMu51619657 Yes, they are very delightful! 🙌"
30973,2022-11-20 20:13:31,"en",0,1,0,"@erinmonique__ One Honey Citrus Mint Tea for Erin!"
30973,2022-11-20 20:12:21,"en",0,1,0,"@miracle_murrell We're so happy that you've found a delicious way to enjoy your favorite beverage! ☺️"
30973,2022-11-20 20:11:13,"en",0,0,0,"@Libra_2022_ This sounds like a wonderful way to start the morning! 🙌"
30973,2022-11-20 20:10:32,"en",0,0,0,"@loginesharkawii Aw, moms are the best. We hope you feel better soon. 💚"
30973,2022-11-20 20:09:45,"en",0,0,0,"@Sahirarooo The more the merrier! 😉"
30973,2022-11-20 20:07:38,"en",1,0,0,"@dismaltruce Aw, that means a whole lot to us! 🌏"
30973,2022-11-20 20:01:32,"en",0,0,0,"@sahardes Oh, we can definitely tell! 😉"
30973,2022-11-20 20:00:42,"en",1,0,0,"@brianaahackett The Honey Citrus Mint Tea brings out the best in us! 😉"
30973,2022-11-20 19:58:42,"en",0,0,0,"@_td0llazz We're here and waiting to enjoy one with you!"
30973,2022-11-20 19:56:43,"en",4,10,4,"@plemmons_allen Cheers, friend! https://t.co/xFtFyIZ9mM"
30973,2022-11-20 19:54:13,"en",0,0,0,"@kooldudedomo Cheers! 💚"
30973,2022-11-20 19:53:59,"en",0,1,0,"@plemmons_allen Sometimes you want to go where everybody knows your name and they're always glad you came. 💚"
30973,2022-11-20 19:52:46,"en",1,0,0,"@LightsOfWonder5 Do you have a favorite in your collection?"
30973,2022-11-20 19:52:44,"und",0,0,0,"@saelahangel Yum!"
30973,2022-11-20 19:52:02,"en",0,0,0,"@b_brenduh Hooray! See you soon for one? 😋"
30973,2022-11-20 19:51:43,"en",1,0,0,"@sunburndy We love that you share our enthusiasm for this treat!"
30973,2022-11-20 19:51:29,"en",1,0,0,"@lindseyrockey Glad you enjoyed your visit!"
30973,2022-11-20 19:43:37,"en",0,0,0,"@GalaxyGamer335 There's nothing quite like a warm chocolate chip cookie. 💚🍪"
30973,2022-11-20 19:31:27,"en",0,0,0,"@jessicavmichel That just made our day!"
30973,2022-11-20 19:09:42,"en",1,0,0,"@__Ashhhh So glad you enjoy it!"
30973,2022-11-20 19:08:27,"en",1,0,1,"@QveenKells Here's to cheesy sandwich perfection!"
30973,2022-11-20 17:28:31,"en",2,0,0,"@BethHoller Glad you think it's a hit!"
30973,2022-11-20 16:53:33,"en",0,0,0,"@jaylasymonexoxo Looking forward to seeing you enjoy your Honey Citrus Mint Tea!"
30973,2022-11-20 16:48:50,"en",0,0,0,"@PopularandPoppn We hope you'll be enjoying your Honey Citrus Mint Tea soon!"
30973,2022-11-20 16:47:23,"en",0,0,0,"@Its_Mykayla Sounds delish!"
30973,2022-11-20 16:45:05,"en",2,0,0,"@tgomesxo Cheers to finding your bliss this season!"
30973,2022-11-20 02:52:09,"en",1,0,0,"@Whit_tuhhh1992 A perfect drink for this time of the year! 🎄"
30973,2022-11-20 02:45:02,"en",1,0,0,"@sumonetennis The absolute truth! 🙌"
30973,2022-11-20 02:44:50,"en",1,0,0,"@CrazyRedhead852 The cold weather benefit we never overlook! 🙌"
30973,2022-11-20 02:42:33,"en",1,0,0,"@siriuspassion_ We're glad you're loving the delightful Honey Citrus Mint Tea! ☕️"
30973,2022-11-20 02:41:01,"en",0,1,0,"@kooldudedomo We love to hear it, Domo! 🙌"
30973,2022-11-20 01:50:52,"en",1,0,0,"@ariyourstruly Oh no, don't do that! Come on in and sip one with us. 😋"
30973,2022-11-20 01:50:37,"en",0,0,0,"@meganleighan Sometimes, a little cozy is all we need."
30973,2022-11-20 01:49:53,"en",0,0,0,"@Khadijah_OneK One venti Mango Dragonfruit Starbucks Refreshers® drink for Khadijah coming up!"
30973,2022-11-20 01:49:30,"en",0,0,1,"@Genesis1254 Ou! That sounds excellent, Genesis. 😋"
30973,2022-11-20 01:46:31,"en",1,0,0,"@d3rilyn Buttery, soft, and delicious!"
30973,2022-11-20 01:46:22,"en",1,0,0,"@jbonomo38 As you should! 🙌"
30973,2022-11-20 01:46:07,"en",2,0,0,"@_AlwaysTaylor Isn't it just tasty and delightful? 🙌"
30973,2022-11-20 01:45:55,"en",1,0,1,"@SakLifeLeeski Cheers. 💚"
30973,2022-11-20 01:44:45,"en",0,0,0,"@sunburndy Which cake pop flavor did you fall in love with? 😋"
30973,2022-11-20 01:44:14,"en",1,0,0,"@kat_respawns It's holiday magic meeting your tastebuds! ✨"
30973,2022-11-20 01:43:55,"en",0,1,0,"@saelahangel Do you enjoy your favorite drink hot or iced?"
30973,2022-11-20 01:42:25,"en",1,0,0,"@liddopotter The Vanilla Sweet Cream Cold Foam sounds like a wonderful addition! 😋"
30973,2022-11-20 01:40:08,"en",1,0,0,"@AishaAjisebutu Yay! The holidays have begun! 🎄"
30973,2022-11-20 01:39:48,"en",1,0,0,"@marikamorrow They are truly divine! ✨"
30973,2022-11-20 01:39:36,"en",0,1,0,"@slavicfemme Peppermint Hot Chocolate is a holiday staple!"
30973,2022-11-20 01:38:54,"en",0,1,0,"@Juliannaa_lovee Yummy! What is your favorite topping on it?"
30973,2022-11-20 01:38:26,"en",0,1,0,"@kooldudedomo Have you enjoyed one of these dreamy beverages this season yet?"
30973,2022-11-20 01:37:51,"en",0,1,0,"@superbreauna Will you be coming in for a Honey Citrus Mint Tea soon? ☕️"
30973,2022-11-20 01:36:45,"en",0,0,0,"@PaulaKatinas They are back and ready for the holidays! ✨"
30973,2022-11-20 01:36:20,"en",0,0,0,"@MattsTooClutch Absolutely no right! 😉"
30973,2022-11-20 01:34:04,"en",1,0,0,"@PraiseGormu We're glad you found the perfect way to enjoy your sip!"
30973,2022-11-20 01:32:42,"en",0,0,0,"@tyethebaddie Aw, we hope the Honey Citrus Mint Tea restores your day. 💚"
30973,2022-11-20 01:29:33,"en",1,0,0,"@Poohbaby925 Thank you for the love, Mia. We look forward to sipping with you again! 🥰"
30973,2022-11-20 01:29:06,"en",1,0,1,"@SakLifeLeeski We hope you find the Honey Citrus Mint Tea soothing and helpful. 💚"
30973,2022-11-20 01:28:01,"en",1,0,0,"@jillianp__ They're simply the zest! 🍋"
30973,2022-11-20 01:27:43,"en",0,0,0,"@JadaaBella One of the best seasons! Have you enjoyed one yet this holiday?"
30973,2022-11-20 01:24:37,"en",0,0,0,"@_PrettyTatted Aren't they just impossibly delicious? 🙌"
30973,2022-11-20 01:23:25,"en",1,0,0,"@nic0lebader Oh, they really do! 😋"
30973,2022-11-20 01:22:12,"en",0,0,0,"@ImSHORT_SoWHAT Somebody, anybody! 😉"
30973,2022-11-20 01:21:04,"en",2,0,0,"@SKMuvaa Yummy! We're here for it. 😋"
30973,2022-11-20 01:12:14,"en",1,0,0,"@BurnoutBambi The Pineapple Passionfruit Starbucks Refreshers® Beverage truly fantastic! Will we be seeing you soon for one? 😋"
30973,2022-11-20 01:03:38,"en",0,0,0,"@Salas18_ It's a brew-licious pick-me-up!"
30973,2022-11-20 01:02:12,"en",0,0,0,"@_queencee5 Two delicious options. That's a difficult decision! ☺️"
30973,2022-11-20 01:01:00,"en",1,0,1,"@taleshire08 Every. Single. Time! 😋"
30973,2022-11-20 00:49:47,"en",1,0,0,"@thatkid_laur Okay! We see someone has great taste. 🙌"
30973,2022-11-20 00:47:54,"en",1,0,0,"@InnocentDANGER We're here and ready to prepare one for you, Lai!"
30973,2022-11-20 00:45:46,"en",1,0,0,"@daisygirlmayzie We love it! 💚"
30973,2022-11-19 21:15:36,"en",6,1,0,"@jerntjawn We had to create a higher chart just to accommodate the deliciousness. ✨"
30973,2022-11-19 21:09:40,"en",1,0,0,"@heidi_heyy We never miss a delicious recommendation!"
30973,2022-11-19 21:08:18,"en",1,0,0,"@Mirraafam Aw, Mir. The love is mutual! 💚"
30973,2022-11-19 20:58:06,"en",0,0,0,"@ChicityJr Should we start crafting a Honey Citrus Mint Tea for you? ☺️"
30973,2022-11-19 17:31:53,"en",1,0,0,"@EgdellCarl Cheers, friend! 🙌💚"
30973,2022-11-19 17:20:12,"en",1,2,0,"@mtn12_ We hope you get a chance to enjoy this beautiful experience soon! 😉"
30973,2022-11-19 14:22:48,"en",4,1,0,"@mtn12_ It's iconic! 🤩"
30973,2022-11-19 02:14:50,"en",0,0,0,"@eyeseeyou706 We're happy to hear you're a fan! 😋"
30973,2022-11-18 23:50:14,"en",1,0,0,"@alxsenah Cheers! 💚"
30973,2022-11-18 23:48:35,"en",0,0,0,"@xi0gamezz Cheers! 😋"
30973,2022-11-18 23:44:51,"en",1,0,0,"@Pablotaughtyou We're happy to hear you're loving it! 😋"
30973,2022-11-18 23:28:18,"und",2,0,1,"@Momonique__ Yum! 😋💚"
30973,2022-11-18 23:12:16,"en",1,1,0,"@inmemumscaw We're thrilled you're loving every sip! 😍😋"
30973,2022-11-18 23:11:38,"pt",0,0,0,"@virgobaby777 A delicious duo! 😋💚"
30973,2022-11-18 23:02:33,"en",1194,462,174,"When you open a Starbucks Reserve® store in an NYC landmark, you celebrate with an NYC icon. @aliciakeys joined us for the lighting ceremony—the first of many unforgettable experiences here at the @EmpireStateBldg. Hope to see you soon. ✨ #StarbucksReserve #AliciaSantaBaby https://t.co/QnaIZCLHpq"
30973,2022-11-18 22:58:05,"en",0,0,1,"@_ilostmykee Cheers! 💚"
30973,2022-11-18 20:20:56,"en",6,3,0,"@jasondoll We appreciate you stopping by and your loyalty. To clarify, our reusable red cup offer was for holiday beverage purchases only."
30973,2022-11-18 20:18:43,"en",0,1,0,"@limesotire Always!"
30973,2022-11-18 20:18:26,"en",3,3,1,"@Andrew_Michos We're so glad you were able to get one!"
30973,2022-11-18 20:17:19,"en",2,2,0,"@ortega_nica63 Stores should be giving the reusable red cups out until they're no longer available!"
30973,2022-11-18 16:21:38,"en",1417,512,211,"A gift that lasts all year round. The next time you use any reusable cup at Starbucks, including the Red Cup, you’ll get 25 Bonus Stars. 🌟 

*At participating stores on in-store beverage purchases (max 3x/day). For benefit, you must have made at least 1 Star earning transaction. https://t.co/CNSuvdQ4PL"
30973,2022-11-17 22:02:49,"en",1,1,0,"@melissaarantza Fantastic pick! Let us know what you think!"
30973,2022-11-17 22:02:40,"en",0,1,0,"@CameramanStan That sounds like a tea-riffic idea!"
30973,2022-11-17 22:00:15,"en",1,1,1,"@jadastokeees A minty holiday classic! 😋"
30973,2022-11-17 22:00:02,"en",0,0,0,"@tianalenai They are impossibly difficult to resist!"
30973,2022-11-17 21:59:05,"en",0,0,1,"@JustBRI_You Okay! You're definitely onto something tasty here. 😋"
30973,2022-11-17 21:58:48,"en",0,0,0,"@143Iino Oh no, not your cousin! We have plenty, we promise. 😉"
30973,2022-11-17 21:58:38,"en",2,1,0,"@Mirraafam It's been noted! ☺️"
30973,2022-11-17 21:58:31,"en",2,1,0,"@heidi_heyy We hear it and we love it!"
30973,2022-11-17 21:58:03,"en",1,0,0,"@Olebron1424 It's just perfection! 🤌"
30973,2022-11-17 21:57:07,"en",0,0,0,"@209files Which of the Starbucks Refreshers did you sip today? 😋"
30973,2022-11-17 21:56:55,"en",0,0,1,"@kierarichee Oh, we get it Keeks! 😋"
30973,2022-11-17 21:52:43,"en",0,1,0,"@badasslex_ We second this!"
30973,2022-11-17 21:52:31,"en",0,0,0,"@jennidasav Aren't moms the best? Cheers to moms and yummy drinks! 🥰"
30973,2022-11-17 21:52:20,"en",1,0,0,"@Brxxxndy Thank you! We like to add a little spice to your life. 😉"
30973,2022-11-17 21:52:10,"en",0,1,0,"@JoeBlow728 We're so glad you're enjoying our Peppermint Mocha this holiday season! ❄️"
30973,2022-11-17 21:52:05,"en",1,0,1,"@Cee_Amour The best kind of incentive!"
30973,2022-11-17 21:51:01,"en",2,0,0,"@ilygonz Isn't it such a perfect holiday treat? 🎄"
30973,2022-11-17 21:50:48,"en",1,0,0,"@swansongjune This is just an explosion of holiday vibes! 🙌"
30973,2022-11-17 21:50:32,"en",0,0,0,"@chitchatkey We hope you'll be sipping a soothing Honey Citrus Mint Tea today. 💚"
30973,2022-11-17 21:50:28,"en",1,1,1,"@Kandice_wit_a_K We hope the Honey Citrus Mint Tea gives you all the comfort you need right now. 💚"
30973,2022-11-17 21:50:22,"en",0,0,0,"@wint3rtymecold We hear it too! 🙌"
30973,2022-11-17 21:49:42,"en",1,0,0,"@cozycoffereader So glad to hear you loved it! 🥰"
30973,2022-11-17 21:49:24,"en",1,0,0,"@_lashana We couldn't agree more, Shana! 🙌"
30973,2022-11-17 21:48:56,"en",0,0,0,"@zarihaaa_ Every time, bestie! 🙌"
30973,2022-11-17 21:48:50,"en",1,0,0,"@TeamBFlowers24 One Mint Majesty tea for Mo coming right up!"
30973,2022-11-17 21:48:42,"en",1,0,0,"@Ivanasmokee We're loving your enthusiasm for the delicious Starbucks Refreshers!"
30973,2022-11-17 21:48:24,"en",0,0,0,"@Stiasha13 Just spreading a little holiday cheer. 💚"
30973,2022-11-17 21:47:45,"en",1,0,0,"@JacobMurillo6 We don't condone the secrecy. 😉"
30973,2022-11-17 21:47:06,"en",0,1,0,"@jessicavmichel Hooray! We'd love to hear your thoughts. ☺️"
30973,2022-11-17 21:47:00,"en",1,0,1,"@kateloomis825 You're close! Just think about all the wonderful drinks you can have in your new Starbucks red cup. 🙌"
30973,2022-11-17 21:33:32,"qme",1,0,0,"@tiamfk 😋😋"
30973,2022-11-17 21:32:50,"qme",0,0,0,"@Bbjonae_ 😋💚"
30973,2022-11-17 21:31:57,"en",1,0,0,"@zitllalymurdas A delicious treat to pair with your favorite seasonal sip! 😋"
30973,2022-11-17 21:22:41,"qme",1,0,0,"@trinidadcorona_ 😋💚"
30973,2022-11-17 21:17:52,"qme",2,0,1,"@Khadijanee 😋💚"
30973,2022-11-17 21:04:43,"en",1,0,0,"@stringchzz Cheers! 💚"
30973,2022-11-17 21:04:05,"en",1,1,0,"@supbyler A delicious way to start your day! 😋 Do you have a fav?"
30973,2022-11-17 21:02:45,"pt",1,0,0,"@prettynvy__ A delicious duo! 😋"
30973,2022-11-17 21:02:10,"en",0,0,0,"@LexLexilexx We're thrilled you're loving it! 😋"
30973,2022-11-17 21:00:36,"qme",1,0,0,"@rayseanmommy 😋😋"
30973,2022-11-17 20:59:21,"en",1,0,0,"@eternalaquarian We're snow glad you're loving it! 😋💚"
30973,2022-11-17 20:49:54,"en",0,0,0,"@Shayla_112014 Sounds delish! 😋"
30973,2022-11-17 17:31:24,"en",17,0,3,"@EmpireStateBldg The first of many—cheers! 💚"
30973,2022-11-17 15:32:38,"en",1,0,0,"@jkathleenludo Glad you got yours! 🎁☕️"
30973,2022-11-17 15:06:08,"en",1,1,0,"@_prettyniquee We love that! 💚"
30973,2022-11-17 15:02:02,"en",1,1,0,"@mikayla5everrr Thanks for stopping by! Enjoy your new cup. 💚"
30973,2022-11-17 04:41:28,"en",2,0,0,"@_itsjada1 We hope our delicious Honey Citrus Mint Tea soothes your tastebuds. 💚"
30973,2022-11-17 04:41:20,"en",2,1,0,"@Jason957_ We're so glad you're loving this classic favorite!"
30973,2022-11-17 04:41:04,"en",0,2,0,"@cozycoffereader Hm, are you in the mood for hot or cold? ☺️"
30973,2022-11-17 04:40:47,"en",1,0,1,"@_HighHeelsGlam Aw, that means a latte to us. ☺️"
30973,2022-11-17 04:40:38,"en",0,0,0,"@floopowdertv Such a perfect description of this yummy treat!"
30973,2022-11-17 04:40:28,"en",1,0,0,"@peesechizzaa We're warming and bagging it up for you as we type this. 😉"
30973,2022-11-17 04:40:17,"en",1,1,0,"@asenvth Oh, just espresso, sugar cookie-flavored syrup, almondmilk, and a whole lot of holiday magic. 🙌"
30973,2022-11-17 04:40:04,"en",1,1,0,"@flatlinera It's calling your name! 🙌"
30973,2022-11-17 04:39:57,"en",0,0,0,"@janae_rideaux98 Sometimes it's exactly what we need. 😋"
30973,2022-11-17 04:39:50,"en",0,0,0,"@DeShawnaboo See you shortly, bestie! ☕️"
30973,2022-11-17 04:39:43,"en",0,0,1,"@Leahtoyou_ Isn't it just delectable? 😋"
30973,2022-11-17 04:38:09,"en",0,1,0,"@honeyosn The cold foam addition sounds delish! 😋"
30973,2022-11-17 04:37:57,"en",1,0,0,"@itsalexgeee It's back with all its cranberry deliciousness! 😋"
